thisN,thisTrialN,thisRepN,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,num_distr,trial.started,fixation.started,target.started,mouse.started,trial.stopped,trials.mouse.x,trials.mouse.y,trials.mouse.leftButton,trials.mouse.midButton,trials.mouse.rightButton,trials.mouse.time,trials.mouse.clicked_name,participant,session,date,expName,psychopyVersion,frameRate,expStart
0,0,0,[-0.45],[-0.44166666666666665],[1],[0],[0],[4.50978419999592],['target'],0,0,0,0,0.0958016,,10,0.075712,0.0958016,0.0958016,0.075202,4.5865385,[-0.45],[-0.44166666666666665],[1],[0],[0],[4.50978419999592],['target'],1,1,2025-09-30_11h25.40.414,Visual search main code,2024.2.4,60.06940416,2025-09-30 11h26.00.579474 +0530
1,0,1,[0.13703703703703704],[0.2712962962962963],[1],[0],[0],[1.334804099984467],['target'],1,0,1,0,4.6503436,,5,4.6300342,4.6503436,4.6503436,0.0430351,5.9658257,[0.13703703703703704],[0.2712962962962963],[1],[0],[0],[1.334804099984467],['target'],1,1,2025-09-30_11h25.40.414,Visual search main code,2024.2.4,60.06940416,2025-09-30 11h26.00.579474 +0530
2,0,2,[0.09814814814814815],[-0.040740740740740744],[1],[0],[0],[1.745460500009358],['target'],2,0,2,0,6.0856577,,10,6.0506098,6.0856577,6.0856577,0.0843363,7.7968744,[0.09814814814814815],[-0.040740740740740744],[1],[0],[0],[1.745460500009358],['target'],1,1,2025-09-30_11h25.40.414,Visual search main code,2024.2.4,60.06940416,2025-09-30 11h26.00.579474 +0530
3,0,3,[0.016666666666666666],[-0.010185185185185186],[1],[0],[0],[4.400216100038961],['target'],3,0,3,0,7.894485,,10,7.8753242,7.894485,7.894485,0.0778597,12.2763935,[0.016666666666666666],[-0.010185185185185186],[1],[0],[0],[4.400216100038961],['target'],1,1,2025-09-30_11h25.40.414,Visual search main code,2024.2.4,60.06940416,2025-09-30 11h26.00.579474 +0530
4,0,4,[0.43333333333333335],[0.3037037037037037],[1],[0],[0],[1.1409133999841288],['target'],4,0,4,0,12.3364785,,5,12.3166424,12.3364785,12.3364785,0.0397916,13.4584466,[0.43333333333333335],[0.3037037037037037],[1],[0],[0],[1.1409133999841288],['target'],1,1,2025-09-30_11h25.40.414,Visual search main code,2024.2.4,60.06940416,2025-09-30 11h26.00.579474 +0530
5,0,5,[0.012962962962962963],[0.022222222222222223],[1],[0],[0],[2.407311800052412],['target'],5,0,5,0,13.5193169,,5,13.4979485,13.5193169,13.5193169,0.0392223,15.9062088,[0.012962962962962963],[0.022222222222222223],[1],[0],[0],[2.407311800052412],['target'],1,1,2025-09-30_11h25.40.414,Visual search main code,2024.2.4,60.06940416,2025-09-30 11h26.00.579474 +0530
6,0,6,[0.02962962962962963],[-0.3277777777777778],[1],[0],[0],[2.5000328000169247],['target'],6,0,6,0,16.0192104,,10,15.9863007,16.0192104,16.0192104,0.0797125,18.4874179,[0.02962962962962963],[-0.3277777777777778],[1],[0],[0],[2.5000328000169247],['target'],1,1,2025-09-30_11h25.40.414,Visual search main code,2024.2.4,60.06940416,2025-09-30 11h26.00.579474 +0530
7,0,7,[-0.3962962962962963],[0.4898148148148148],[1],[0],[0],[1.587937599979341],['target'],7,0,7,0,18.6277253,,10,18.5979809,18.6277253,18.6277253,0.1099909,20.186783,[-0.3962962962962963],[0.4898148148148148],[1],[0],[0],[1.587937599979341],['target'],1,1,2025-09-30_11h25.40.414,Visual search main code,2024.2.4,60.06940416,2025-09-30 11h26.00.579474 +0530
8,0,8,[0.33240740740740743],[0.41388888888888886],[1],[0],[0],[1.6068967999890447],['target'],8,0,8,0,20.2496876,,5,20.227809,20.2496876,20.2496876,0.0406061,21.8356822,[0.33240740740740743],[0.41388888888888886],[1],[0],[0],[1.6068967999890447],['target'],1,1,2025-09-30_11h25.40.414,Visual search main code,2024.2.4,60.06940416,2025-09-30 11h26.00.579474 +0530
9,0,9,[-0.29814814814814816],[-0.4648148148148148],[1],[0],[0],[3.264967199997045],['target'],9,0,9,0,22.0007675,,10,21.9488573,22.0007675,22.0007675,0.1124959,25.214694,[-0.29814814814814816],[-0.4648148148148148],[1],[0],[0],[3.264967199997045],['target'],1,1,2025-09-30_11h25.40.414,Visual search main code,2024.2.4,60.06940416,2025-09-30 11h26.00.579474 +0530
10,0,10,[-0.010185185185185186],[0.2],[1],[0],[0],[1.2890901999780908],['target'],10,0,10,0,25.3097721,,10,25.2903062,25.3097721,25.3097721,0.0751641,26.5803164,[-0.010185185185185186],[0.2],[1],[0],[0],[1.2890901999780908],['target'],1,1,2025-09-30_11h25.40.414,Visual search main code,2024.2.4,60.06940416,2025-09-30 11h26.00.579474 +0530
11,0,11,[0.39444444444444443],[-0.3388888888888889],[1],[0],[0],[1.803843199973926],['target'],11,0,11,0,26.643662,,5,26.6234632,26.643662,26.643662,0.0426199,28.4282056,[0.39444444444444443],[-0.3388888888888889],[1],[0],[0],[1.803843199973926],['target'],1,1,2025-09-30_11h25.40.414,Visual search main code,2024.2.4,60.06940416,2025-09-30 11h26.00.579474 +0530
12,0,12,[0.4703703703703704],[0.16296296296296298],[1],[0],[0],[1.0744969999650493],['target'],12,0,12,0,28.490171,,5,28.4688712,28.490171,28.490171,0.0402673,29.5443322,[0.4703703703703704],[0.16296296296296298],[1],[0],[0],[1.0744969999650493],['target'],1,1,2025-09-30_11h25.40.414,Visual search main code,2024.2.4,60.06940416,2025-09-30 11h26.00.579474 +0530
13,0,13,[0.12037037037037036],[0.2962962962962963],[1],[0],[0],[1.3381868998985738],['target'],13,0,13,0,29.6084134,,5,29.5877178,29.6084134,29.6084134,0.0428374,30.9269647,[0.12037037037037036],[0.2962962962962963],[1],[0],[0],[1.3381868998985738],['target'],1,1,2025-09-30_11h25.40.414,Visual search main code,2024.2.4,60.06940416,2025-09-30 11h26.00.579474 +0530
14,0,14,[0.026851851851851852],[0.11018518518518519],[1],[0],[0],[1.8731448000762612],['target'],14,0,14,0,30.9894692,,5,30.968379,30.9894692,30.9894692,0.0410584,32.842337,[0.026851851851851852],[0.11018518518518519],[1],[0],[0],[1.8731448000762612],['target'],1,1,2025-09-30_11h25.40.414,Visual search main code,2024.2.4,60.06940416,2025-09-30 11h26.00.579474 +0530
15,0,15,[-0.412962962962963],[-0.45925925925925926],[1],[0],[0],[1.8525783000513911],['target'],15,0,15,0,32.9076971,,5,32.8871851,32.9076971,32.9076971,0.0444979,34.7406169,[-0.412962962962963],[-0.45925925925925926],[1],[0],[0],[1.8525783000513911],['target'],1,1,2025-09-30_11h25.40.414,Visual search main code,2024.2.4,60.06940416,2025-09-30 11h26.00.579474 +0530
16,0,16,[-0.3416666666666667],[-0.05277777777777778],[1],[0],[0],[1.650297100073658],['target'],16,0,16,0,34.8463308,,10,34.8209202,34.8463308,34.8463308,0.0799245,36.4720793,[-0.3416666666666667],[-0.05277777777777778],[1],[0],[0],[1.650297100073658],['target'],1,1,2025-09-30_11h25.40.414,Visual search main code,2024.2.4,60.06940416,2025-09-30 11h26.00.579474 +0530
17,0,17,[0.29907407407407405],[-0.4601851851851852],[1],[0],[0],[2.4936910000396892],['target'],17,0,17,0,36.5924793,,10,36.5584122,36.5924793,36.5924793,0.0857941,39.0529504,[0.29907407407407405],[-0.4601851851851852],[1],[0],[0],[2.4936910000396892],['target'],1,1,2025-09-30_11h25.40.414,Visual search main code,2024.2.4,60.06940416,2025-09-30 11h26.00.579474 +0530
18,0,18,[-0.1935185185185185],[-0.4759259259259259],[1],[0],[0],[2.0686193999135867],['target'],18,0,18,0,39.1222,,5,39.0993239,39.1222,39.1222,0.045916,41.1689937,[-0.1935185185185185],[-0.4759259259259259],[1],[0],[0],[2.0686193999135867],['target'],1,1,2025-09-30_11h25.40.414,Visual search main code,2024.2.4,60.06940416,2025-09-30 11h26.00.579474 +0530
19,0,19,[0.42685185185185187],[-0.4675925925925926],[1],[0],[0],[1.8715410999720916],['target'],19,0,19,0,41.2304248,,5,41.2100787,41.2304248,41.2304248,0.0407396,43.0824867,[0.42685185185185187],[-0.4675925925925926],[1],[0],[0],[1.8715410999720916],['target'],1,1,2025-09-30_11h25.40.414,Visual search main code,2024.2.4,60.06940416,2025-09-30 11h26.00.579474 +0530
20,0,20,[-0.30092592592592593],[0.3685185185185185],[1],[0],[0],[3.6176211999263614],['target'],20,0,20,0,43.1900207,,10,43.1611442,43.1900207,43.1900207,0.0784042,46.779396,[-0.30092592592592593],[0.3685185185185185],[1],[0],[0],[3.6176211999263614],['target'],1,1,2025-09-30_11h25.40.414,Visual search main code,2024.2.4,60.06940416,2025-09-30 11h26.00.579474 +0530
21,0,21,[0.49074074074074076],[0.3675925925925926],[1],[0],[0],[1.9075094000436366],['target'],21,0,21,0,46.8834105,,10,46.8531909,46.8834105,46.8834105,0.0734339,48.7615871,[0.49074074074074076],[0.3675925925925926],[1],[0],[0],[1.9075094000436366],['target'],1,1,2025-09-30_11h25.40.414,Visual search main code,2024.2.4,60.06940416,2025-09-30 11h26.00.579474 +0530
22,0,22,[0.3537037037037037],[-0.2657407407407407],[1],[0],[0],[1.9888989999890327],['target'],22,0,22,0,48.8259032,,5,48.8039742,48.8259032,48.8259032,0.0419407,50.7938118,[0.3537037037037037],[-0.2657407407407407],[1],[0],[0],[1.9888989999890327],['target'],1,1,2025-09-30_11h25.40.414,Visual search main code,2024.2.4,60.06940416,2025-09-30 11h26.00.579474 +0530
23,0,23,[0.2675925925925926],[0.12685185185185185],[1],[0],[0],[1.3059620000422],['target'],23,0,23,0,50.8607277,,5,50.8354213,50.8607277,50.8607277,0.0411888,52.1424223,[0.2675925925925926],[0.12685185185185185],[1],[0],[0],[1.3059620000422],['target'],1,1,2025-09-30_11h25.40.414,Visual search main code,2024.2.4,60.06940416,2025-09-30 11h26.00.579474 +0530
24,0,24,[0.16111111111111112],[-0.39814814814814814],[1],[0],[0],[2.461660400032997],['target'],24,0,24,0,52.2628468,,10,52.2265963,52.2628468,52.2628468,0.083657,54.6891162,[0.16111111111111112],[-0.39814814814814814],[1],[0],[0],[2.461660400032997],['target'],1,1,2025-09-30_11h25.40.414,Visual search main code,2024.2.4,60.06940416,2025-09-30 11h26.00.579474 +0530
25,0,25,[0.08518518518518518],[-0.014814814814814815],[1],[0],[0],[1.70629760005977],['target'],25,0,25,0,54.7531586,,5,54.7316399,54.7531586,54.7531586,0.0419894,56.438858,[0.08518518518518518],[-0.014814814814814815],[1],[0],[0],[1.70629760005977],['target'],1,1,2025-09-30_11h25.40.414,Visual search main code,2024.2.4,60.06940416,2025-09-30 11h26.00.579474 +0530
26,0,26,[0.42407407407407405],[-0.13518518518518519],[1],[0],[0],[1.7268673999933526],['target'],26,0,26,0,56.551799,,10,56.52582,56.551799,56.551799,0.0865793,58.2535518,[0.42407407407407405],[-0.13518518518518519],[1],[0],[0],[1.7268673999933526],['target'],1,1,2025-09-30_11h25.40.414,Visual search main code,2024.2.4,60.06940416,2025-09-30 11h26.00.579474 +0530
27,0,27,[0.16018518518518518],[0.25555555555555554],[1],[0],[0],[1.739740899996832],['target'],27,0,27,0,58.3148385,,5,58.2950412,58.3148385,58.3148385,0.0409344,60.0355731,[0.16018518518518518],[0.25555555555555554],[1],[0],[0],[1.739740899996832],['target'],1,1,2025-09-30_11h25.40.414,Visual search main code,2024.2.4,60.06940416,2025-09-30 11h26.00.579474 +0530
28,0,28,[-0.38333333333333336],[0.33796296296296297],[1],[0],[0],[2.4938059999840334],['target'],28,0,28,0,60.1112938,,5,60.0884592,60.1112938,60.1112938,0.0524946,62.5831748,[-0.38333333333333336],[0.33796296296296297],[1],[0],[0],[2.4938059999840334],['target'],1,1,2025-09-30_11h25.40.414,Visual search main code,2024.2.4,60.06940416,2025-09-30 11h26.00.579474 +0530
29,0,29,[0.1175925925925926],[0.27685185185185185],[1],[0],[0],[1.665076500037685],['target'],29,0,29,0,62.700095,,10,62.6647387,62.700095,62.700095,0.0812481,64.3307101,[0.1175925925925926],[0.27685185185185185],[1],[0],[0],[1.665076500037685],['target'],1,1,2025-09-30_11h25.40.414,Visual search main code,2024.2.4,60.06940416,2025-09-30 11h26.00.579474 +0530
30,0,30,[-0.38796296296296295],[0.375],[1],[0],[0],[1.4353757000062615],['target'],30,0,30,0,64.4476653,,10,64.4102749,64.4476653,64.4476653,0.0791316,65.8465093,[-0.38796296296296295],[0.375],[1],[0],[0],[1.4353757000062615],['target'],1,1,2025-09-30_11h25.40.414,Visual search main code,2024.2.4,60.06940416,2025-09-30 11h26.00.579474 +0530
31,0,31,[-0.44074074074074077],[-0.4101851851851852],[1],[0],[0],[2.187607500003651],['target'],31,0,31,0,65.945438,,10,65.9227131,65.945438,65.945438,0.0757382,68.1112774,[-0.44074074074074077],[-0.4101851851851852],[1],[0],[0],[2.187607500003651],['target'],1,1,2025-09-30_11h25.40.414,Visual search main code,2024.2.4,60.06940416,2025-09-30 11h26.00.579474 +0530
32,0,32,[-0.03425925925925926],[-0.44537037037037036],[1],[0],[0],[1.4061535999644548],['target'],32,0,32,0,68.1745516,,5,68.1535044,68.1745516,68.1745516,0.0416866,69.5605845,[-0.03425925925925926],[-0.44537037037037036],[1],[0],[0],[1.4061535999644548],['target'],1,1,2025-09-30_11h25.40.414,Visual search main code,2024.2.4,60.06940416,2025-09-30 11h26.00.579474 +0530
33,0,33,[0.3509259259259259],[-0.40370370370370373],[1],[0],[0],[1.7850776000414044],['target'],33,0,33,0,69.6276389,,5,69.6059346,69.6276389,69.6276389,0.0449005,71.3918231,[0.3509259259259259],[-0.40370370370370373],[1],[0],[0],[1.7850776000414044],['target'],1,1,2025-09-30_11h25.40.414,Visual search main code,2024.2.4,60.06940416,2025-09-30 11h26.00.579474 +0530
34,0,34,[0.4],[0.5],[1],[0],[0],[2.6739672999829054],['target'],34,0,34,0,71.4512393,,5,71.4314564,71.4512393,71.4512393,0.0397091,74.1061857,[0.4],[0.5],[1],[0],[0],[2.6739672999829054],['target'],1,1,2025-09-30_11h25.40.414,Visual search main code,2024.2.4,60.06940416,2025-09-30 11h26.00.579474 +0530
35,0,35,[-0.1537037037037037],[-0.3907407407407407],[1],[0],[0],[4.051007900037803],['target'],35,0,35,0,74.2155136,,10,74.1832458,74.2155136,74.2155136,0.0766624,78.2351202,[-0.1537037037037037],[-0.3907407407407407],[1],[0],[0],[4.051007900037803],['target'],1,1,2025-09-30_11h25.40.414,Visual search main code,2024.2.4,60.06940416,2025-09-30 11h26.00.579474 +0530
36,0,36,[-0.4777777777777778],[-0.03888888888888889],[1],[0],[0],[1.7548311999998987],['target'],36,0,36,0,78.3400453,,10,78.3115878,78.3400453,78.3400453,0.0760753,80.067397,[-0.4777777777777778],[-0.03888888888888889],[1],[0],[0],[1.7548311999998987],['target'],1,1,2025-09-30_11h25.40.414,Visual search main code,2024.2.4,60.06940416,2025-09-30 11h26.00.579474 +0530
37,0,37,[-0.13240740740740742],[0.4981481481481482],[1],[0],[0],[2.1212490000762045],['target'],37,0,37,0,80.1645687,,10,80.1450547,80.1645687,80.1645687,0.0772367,82.2671689,[-0.13240740740740742],[0.4981481481481482],[1],[0],[0],[2.1212490000762045],['target'],1,1,2025-09-30_11h25.40.414,Visual search main code,2024.2.4,60.06940416,2025-09-30 11h26.00.579474 +0530
38,0,38,[0.3351851851851852],[0.16666666666666666],[1],[0],[0],[2.556822600075975],['target'],38,0,38,0,82.3266972,,5,82.3068513,82.3266972,82.3266972,0.0392558,84.8646072,[0.3351851851851852],[0.16666666666666666],[1],[0],[0],[2.556822600075975],['target'],1,1,2025-09-30_11h25.40.414,Visual search main code,2024.2.4,60.06940416,2025-09-30 11h26.00.579474 +0530
39,0,39,[0.2916666666666667],[-0.10092592592592593],[1],[0],[0],[1.8983761999988928],['target'],39,0,39,0,84.9374419,,5,84.9120371,84.9374419,84.9374419,0.0469008,86.8112535,[0.2916666666666667],[-0.10092592592592593],[1],[0],[0],[1.8983761999988928],['target'],1,1,2025-09-30_11h25.40.414,Visual search main code,2024.2.4,60.06940416,2025-09-30 11h26.00.579474 +0530
40,0,40,[0.12222222222222222],[0.1574074074074074],[1],[0],[0],[1.4339577000355348],['target'],40,0,40,0,86.9144278,,10,86.8924427,86.9144278,86.9144278,0.0808278,88.3272838,[0.12222222222222222],[0.1574074074074074],[1],[0],[0],[1.4339577000355348],['target'],1,1,2025-09-30_11h25.40.414,Visual search main code,2024.2.4,60.06940416,2025-09-30 11h26.00.579474 +0530
41,0,41,[-0.2601851851851852],[0.262037037037037],[1],[0],[0],[1.6222347000148147],['target'],41,0,41,0,88.390091,,5,88.3695053,88.390091,88.390091,0.0415064,89.9925892,[-0.2601851851851852],[0.262037037037037],[1],[0],[0],[1.6222347000148147],['target'],1,1,2025-09-30_11h25.40.414,Visual search main code,2024.2.4,60.06940416,2025-09-30 11h26.00.579474 +0530
42,0,42,[0.17962962962962964],[0.225],[1],[0],[0],[1.4908373000798747],['target'],42,0,42,0,90.0525561,,5,90.031933,90.0525561,90.0525561,0.0390046,91.523634,[0.17962962962962964],[0.225],[1],[0],[0],[1.4908373000798747],['target'],1,1,2025-09-30_11h25.40.414,Visual search main code,2024.2.4,60.06940416,2025-09-30 11h26.00.579474 +0530
43,0,43,[0.4981481481481482],[-0.1],[1],[0],[0],[1.6123814000748098],['target'],43,0,43,0,91.642055,,10,91.6089827,91.642055,91.642055,0.0849673,93.2222318,[0.4981481481481482],[-0.1],[1],[0],[0],[1.6123814000748098],['target'],1,1,2025-09-30_11h25.40.414,Visual search main code,2024.2.4,60.06940416,2025-09-30 11h26.00.579474 +0530
44,0,44,[0.1259259259259259],[-0.004629629629629629],[1],[0],[0],[1.3381217999849468],['target'],44,0,44,0,93.3200824,,10,93.2990354,93.3200824,93.3200824,0.0764155,94.6380142,[0.1259259259259259],[-0.004629629629629629],[1],[0],[0],[1.3381217999849468],['target'],1,1,2025-09-30_11h25.40.414,Visual search main code,2024.2.4,60.06940416,2025-09-30 11h26.00.579474 +0530
45,0,45,[0.18888888888888888],[0.21388888888888888],[1],[0],[0],[1.152175199938938],['target'],45,0,45,0,94.8692939,,10,94.8344933,94.8692939,94.8692939,0.1959232,95.9874628,[0.18888888888888888],[0.21388888888888888],[1],[0],[0],[1.152175199938938],['target'],1,1,2025-09-30_11h25.40.414,Visual search main code,2024.2.4,60.06940416,2025-09-30 11h26.00.579474 +0530
46,0,46,[0.11203703703703703],[0.1648148148148148],[1],[0],[0],[1.8224388000089675],['target'],46,0,46,0,96.049787,,5,96.0291535,96.049787,96.049787,0.0412241,97.8526229,[0.11203703703703703],[0.1648148148148148],[1],[0],[0],[1.8224388000089675],['target'],1,1,2025-09-30_11h25.40.414,Visual search main code,2024.2.4,60.06940416,2025-09-30 11h26.00.579474 +0530
47,0,47,[0.008333333333333333],[0.2175925925925926],[1],[0],[0],[1.8217330999905244],['target'],47,0,47,0,97.9140203,,5,97.8940237,97.9140203,97.9140203,0.0409232,99.7166456,[0.008333333333333333],[0.2175925925925926],[1],[0],[0],[1.8217330999905244],['target'],1,1,2025-09-30_11h25.40.414,Visual search main code,2024.2.4,60.06940416,2025-09-30 11h26.00.579474 +0530
48,0,48,[0.47685185185185186],[-0.032407407407407406],[1],[0],[0],[1.839576099999249],['target'],48,0,48,0,99.7785605,,5,99.7578695,99.7785605,99.7785605,0.0408441,101.5983328,[0.47685185185185186],[-0.032407407407407406],[1],[0],[0],[1.839576099999249],['target'],1,1,2025-09-30_11h25.40.414,Visual search main code,2024.2.4,60.06940416,2025-09-30 11h26.00.579474 +0530
49,0,49,[-0.22870370370370371],[0.08425925925925926],[1],[0],[0],[1.6081480999710038],['target'],49,0,49,0,101.6585934,,5,101.6379393,101.6585934,101.6585934,0.0392533,103.246965,[-0.22870370370370371],[0.08425925925925926],[1],[0],[0],[1.6081480999710038],['target'],1,1,2025-09-30_11h25.40.414,Visual search main code,2024.2.4,60.06940416,2025-09-30 11h26.00.579474 +0530
50,0,50,[0.17777777777777778],[0.5],[1],[0],[0],[4.081707500037737],['target'],50,0,50,0,103.35952,,10,103.3272554,103.35952,103.35952,0.079862,107.409849,[0.17777777777777778],[0.5],[1],[0],[0],[4.081707500037737],['target'],1,1,2025-09-30_11h25.40.414,Visual search main code,2024.2.4,60.06940416,2025-09-30 11h26.00.579474 +0530
51,0,51,[-0.046296296296296294],[0.35],[1],[0],[0],[3.775560799986124],['target'],51,0,51,0,107.5252834,,10,107.4970778,107.5252834,107.5252834,0.0867606,111.273524,[-0.046296296296296294],[0.35],[1],[0],[0],[3.775560799986124],['target'],1,1,2025-09-30_11h25.40.414,Visual search main code,2024.2.4,60.06940416,2025-09-30 11h26.00.579474 +0530
52,0,52,[0.037037037037037035],[0.05092592592592592],[1],[0],[0],[1.2250344000058249],['target'],52,0,52,0,111.3359747,,5,111.3138749,111.3359747,111.3359747,0.0399089,112.5398294,[0.037037037037037035],[0.05092592592592592],[1],[0],[0],[1.2250344000058249],['target'],1,1,2025-09-30_11h25.40.414,Visual search main code,2024.2.4,60.06940416,2025-09-30 11h26.00.579474 +0530
53,0,53,[0.4601851851851852],[-0.38425925925925924],[1],[0],[0],[1.9058120999252424],['target'],53,0,53,0,112.6091357,,5,112.5836149,112.6091357,112.6091357,0.0433772,114.4902626,[0.4601851851851852],[-0.38425925925925924],[1],[0],[0],[1.9058120999252424],['target'],1,1,2025-09-30_11h25.40.414,Visual search main code,2024.2.4,60.06940416,2025-09-30 11h26.00.579474 +0530
54,0,54,[0.29444444444444445],[0.06018518518518518],[1],[0],[0],[1.0696572000160813],['target'],54,0,54,0,114.5532973,,5,114.5320218,114.5532973,114.5532973,0.0413416,115.6025163,[0.29444444444444445],[0.06018518518518518],[1],[0],[0],[1.0696572000160813],['target'],1,1,2025-09-30_11h25.40.414,Visual search main code,2024.2.4,60.06940416,2025-09-30 11h26.00.579474 +0530
55,0,55,[0.14074074074074075],[0.4083333333333333],[1],[0],[0],[1.4268426999915391],['target'],55,0,55,0,115.6946397,,10,115.6746267,115.6946397,115.6946397,0.0717374,117.1023505,[0.14074074074074075],[0.4083333333333333],[1],[0],[0],[1.4268426999915391],['target'],1,1,2025-09-30_11h25.40.414,Visual search main code,2024.2.4,60.06940416,2025-09-30 11h26.00.579474 +0530
56,0,56,[-0.41759259259259257],[0.21666666666666667],[1],[0],[0],[1.7797728999285027],['target'],56,0,56,0,117.1780033,,5,117.1533005,117.1780033,117.1780033,0.0504025,118.9339252,[-0.41759259259259257],[0.21666666666666667],[1],[0],[0],[1.7797728999285027],['target'],1,1,2025-09-30_11h25.40.414,Visual search main code,2024.2.4,60.06940416,2025-09-30 11h26.00.579474 +0530
57,0,57,[-0.15833333333333333],[0.31666666666666665],[1],[0],[0],[1.8234425000846386],['target'],57,0,57,0,118.9947799,,5,118.9738476,118.9947799,118.9947799,0.0396039,120.7981829,[-0.15833333333333333],[0.31666666666666665],[1],[0],[0],[1.8234425000846386],['target'],1,1,2025-09-30_11h25.40.414,Visual search main code,2024.2.4,60.06940416,2025-09-30 11h26.00.579474 +0530
58,0,58,[0.19907407407407407],[0.41388888888888886],[1],[0],[0],[1.4368615999119356],['target'],58,0,58,0,120.9085712,,10,120.8756208,120.9085712,120.9085712,0.0770531,122.3132917,[0.19907407407407407],[0.41388888888888886],[1],[0],[0],[1.4368615999119356],['target'],1,1,2025-09-30_11h25.40.414,Visual search main code,2024.2.4,60.06940416,2025-09-30 11h26.00.579474 +0530
59,0,59,[-0.07407407407407407],[-0.1638888888888889],[1],[0],[0],[1.9701284000184387],['target'],59,0,59,0,122.4239228,,10,122.3910605,122.4239228,122.4239228,0.0773444,124.3621057,[-0.07407407407407407],[-0.1638888888888889],[1],[0],[0],[1.9701284000184387],['target'],1,1,2025-09-30_11h25.40.414,Visual search main code,2024.2.4,60.06940416,2025-09-30 11h26.00.579474 +0530
60,0,60,[0.053703703703703705],[-0.07314814814814814],[1],[0],[0],[3.201866500079632],['target'],60,0,60,0,124.4601489,,10,124.4397301,124.4601489,124.4601489,0.0772192,127.6424562,[0.053703703703703705],[-0.07314814814814814],[1],[0],[0],[3.201866500079632],['target'],1,1,2025-09-30_11h25.40.414,Visual search main code,2024.2.4,60.06940416,2025-09-30 11h26.00.579474 +0530
61,0,61,[-0.21203703703703702],[0.3712962962962963],[1],[0],[0],[5.020086999982595],['target'],61,0,61,0,127.7521116,,10,127.7179809,127.7521116,127.7521116,0.0750055,132.7390443,[-0.21203703703703702],[0.3712962962962963],[1],[0],[0],[5.020086999982595],['target'],1,1,2025-09-30_11h25.40.414,Visual search main code,2024.2.4,60.06940416,2025-09-30 11h26.00.579474 +0530
